"","lugar","dia","hora","concurrencia","latitud","longitud","fecha.de.busqueda"
"18","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","lunes",23,0,-54.8068086,-68.3063731,2021-01-20
"19","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",6,0,-54.8068086,-68.3063731,2021-01-20
"20","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",7,0,-54.8068086,-68.3063731,2021-01-20
"21","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",8,16.5,-54.8068086,-68.3063731,2021-01-20
"22","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",9,27,-54.8068086,-68.3063731,2021-01-20
"23","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",10,41.25,-54.8068086,-68.3063731,2021-01-20
"24","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",11,54,-54.8068086,-68.3063731,2021-01-20
"25","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",12,59.25,-54.8068086,-68.3063731,2021-01-20
"26","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",13,56.25,-54.8068086,-68.3063731,2021-01-20
"27","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",14,46.5,-54.8068086,-68.3063731,2021-01-20
"28","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",15,38.25,-54.8068086,-68.3063731,2021-01-20
"29","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",16,37.5,-54.8068086,-68.3063731,2021-01-20
"30","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",17,44.25,-54.8068086,-68.3063731,2021-01-20
"31","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",18,51.75,-54.8068086,-68.3063731,2021-01-20
"32","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",19,50.25,-54.8068086,-68.3063731,2021-01-20
"33","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",20,39,-54.8068086,-68.3063731,2021-01-20
"34","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",21,24,-54.8068086,-68.3063731,2021-01-20
"35","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",22,12.75,-54.8068086,-68.3063731,2021-01-20
"36","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","martes",23,0,-54.8068086,-68.3063731,2021-01-20
"37","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",6,0,-54.8068086,-68.3063731,2021-01-20
"38","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",7,0,-54.8068086,-68.3063731,2021-01-20
"39","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",8,16.5,-54.8068086,-68.3063731,2021-01-20
"40","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",9,27,-54.8068086,-68.3063731,2021-01-20
"41","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",10,41.25,-54.8068086,-68.3063731,2021-01-20
"42","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",11,54,-54.8068086,-68.3063731,2021-01-20
"43","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",12,59.25,-54.8068086,-68.3063731,2021-01-20
"44","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",13,56.25,-54.8068086,-68.3063731,2021-01-20
"45","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",14,46.5,-54.8068086,-68.3063731,2021-01-20
"46","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",15,38.25,-54.8068086,-68.3063731,2021-01-20
"47","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",16,37.5,-54.8068086,-68.3063731,2021-01-20
"48","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",17,44.25,-54.8068086,-68.3063731,2021-01-20
"49","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",18,51.75,-54.8068086,-68.3063731,2021-01-20
"50","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",19,50.25,-54.8068086,-68.3063731,2021-01-20
"51","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",20,39,-54.8068086,-68.3063731,2021-01-20
"52","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",21,24,-54.8068086,-68.3063731,2021-01-20
"53","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",22,12.75,-54.8068086,-68.3063731,2021-01-20
"54","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","miercoles",23,0,-54.8068086,-68.3063731,2021-01-20
"55","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",6,0,-54.8068086,-68.3063731,2021-01-20
"56","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",7,0,-54.8068086,-68.3063731,2021-01-20
"57","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",8,16.5,-54.8068086,-68.3063731,2021-01-20
"58","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",9,27,-54.8068086,-68.3063731,2021-01-20
"59","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",10,41.25,-54.8068086,-68.3063731,2021-01-20
"60","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",11,54,-54.8068086,-68.3063731,2021-01-20
"61","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",12,59.25,-54.8068086,-68.3063731,2021-01-20
"62","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",13,56.25,-54.8068086,-68.3063731,2021-01-20
"63","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",14,46.5,-54.8068086,-68.3063731,2021-01-20
"64","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",15,38.25,-54.8068086,-68.3063731,2021-01-20
"65","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",16,37.5,-54.8068086,-68.3063731,2021-01-20
"66","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",17,44.25,-54.8068086,-68.3063731,2021-01-20
"67","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",18,51.75,-54.8068086,-68.3063731,2021-01-20
"68","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",19,50.25,-54.8068086,-68.3063731,2021-01-20
"69","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",20,39,-54.8068086,-68.3063731,2021-01-20
"70","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",21,24,-54.8068086,-68.3063731,2021-01-20
"71","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",22,12.75,-54.8068086,-68.3063731,2021-01-20
"72","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","jueves",23,0,-54.8068086,-68.3063731,2021-01-20
"73","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",6,0,-54.8068086,-68.3063731,2021-01-20
"74","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",7,0,-54.8068086,-68.3063731,2021-01-20
"75","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",8,16.5,-54.8068086,-68.3063731,2021-01-20
"76","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",9,27,-54.8068086,-68.3063731,2021-01-20
"77","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",10,41.25,-54.8068086,-68.3063731,2021-01-20
"78","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",11,54,-54.8068086,-68.3063731,2021-01-20
"79","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",12,59.25,-54.8068086,-68.3063731,2021-01-20
"80","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",13,56.25,-54.8068086,-68.3063731,2021-01-20
"81","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",14,46.5,-54.8068086,-68.3063731,2021-01-20
"82","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",15,38.25,-54.8068086,-68.3063731,2021-01-20
"83","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",16,37.5,-54.8068086,-68.3063731,2021-01-20
"84","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",17,44.25,-54.8068086,-68.3063731,2021-01-20
"85","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",18,51.75,-54.8068086,-68.3063731,2021-01-20
"86","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",19,50.25,-54.8068086,-68.3063731,2021-01-20
"87","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",20,39,-54.8068086,-68.3063731,2021-01-20
"88","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",21,24,-54.8068086,-68.3063731,2021-01-20
"89","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",22,12.75,-54.8068086,-68.3063731,2021-01-20
"90","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","viernes",23,0,-54.8068086,-68.3063731,2021-01-20
"91","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",6,0,-54.8068086,-68.3063731,2021-01-20
"92","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",7,0,-54.8068086,-68.3063731,2021-01-20
"93","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",8,16.5,-54.8068086,-68.3063731,2021-01-20
"94","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",9,27,-54.8068086,-68.3063731,2021-01-20
"95","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",10,41.25,-54.8068086,-68.3063731,2021-01-20
"96","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",11,54,-54.8068086,-68.3063731,2021-01-20
"97","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",12,59.25,-54.8068086,-68.3063731,2021-01-20
"98","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",13,56.25,-54.8068086,-68.3063731,2021-01-20
"99","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",14,46.5,-54.8068086,-68.3063731,2021-01-20
"100","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",15,38.25,-54.8068086,-68.3063731,2021-01-20
"101","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",16,37.5,-54.8068086,-68.3063731,2021-01-20
"102","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",17,44.25,-54.8068086,-68.3063731,2021-01-20
"103","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",18,51.75,-54.8068086,-68.3063731,2021-01-20
"104","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",19,50.25,-54.8068086,-68.3063731,2021-01-20
"105","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",20,39,-54.8068086,-68.3063731,2021-01-20
"106","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",21,24,-54.8068086,-68.3063731,2021-01-20
"107","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",22,12.75,-54.8068086,-68.3063731,2021-01-20
"108","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","sabado",23,0,-54.8068086,-68.3063731,2021-01-20
"109","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",6,0,-54.8068086,-68.3063731,2021-01-20
"110","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",7,0,-54.8068086,-68.3063731,2021-01-20
"111","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",8,0,-54.8068086,-68.3063731,2021-01-20
"112","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",9,0,-54.8068086,-68.3063731,2021-01-20
"113","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",10,0,-54.8068086,-68.3063731,2021-01-20
"114","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",11,0,-54.8068086,-68.3063731,2021-01-20
"115","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",12,24,-54.8068086,-68.3063731,2021-01-20
"116","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",13,33,-54.8068086,-68.3063731,2021-01-20
"117","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",14,35.25,-54.8068086,-68.3063731,2021-01-20
"118","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",15,32.25,-54.8068086,-68.3063731,2021-01-20
"119","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",16,31.5,-54.8068086,-68.3063731,2021-01-20
"120","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",17,39.75,-54.8068086,-68.3063731,2021-01-20
"121","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",18,53.25,-54.8068086,-68.3063731,2021-01-20
"122","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",19,61.5,-54.8068086,-68.3063731,2021-01-20
"123","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",20,56.25,-54.8068086,-68.3063731,2021-01-20
"124","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",21,39.75,-54.8068086,-68.3063731,2021-01-20
"125","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",22,21,-54.8068086,-68.3063731,2021-01-20
"126","Andino Gourmet, San Martín esq 25 de Mayo, Ushuaia","domingo",23,0,-54.8068086,-68.3063731,2021-01-20
